YEAR,REGION,CROP,UNIT,YIELD,HUMIDITY,RAINFALL,TEMPERATURE
1972,Zimbabwe,Maize (corn),100 g/ha,23110.0,58.95,706.48,21.21
1973,Zimbabwe,Maize (corn),100 g/ha,12088.0,58.46,711.88,21.55
1974,Zimbabwe,Maize (corn),100 g/ha,20311.0,64.57,881.95,20.69
1975,Zimbabwe,Maize (corn),100 g/ha,17575.0,60.97,729.69,21.07
1976,Zimbabwe,Maize (corn),100 g/ha,18065.0,63.83,803.84,20.68
1977,Zimbabwe,Maize (corn),100 g/ha,18665.0,61.87,961.9,21.63
1978,Zimbabwe,Maize (corn),100 g/ha,16732.0,65.23,1013.26,21.12
1979,Zimbabwe,Maize (corn),100 g/ha,14284.0,60.32,603.47,21.04
1980,Zimbabwe,Maize (corn),100 g/ha,13396.0,58.87,693.69,21.4
1981,Zimbabwe,Maize (corn),100 g/ha,20781.0,62.82,864.52,21.34
1982,Zimbabwe,Maize (corn),100 g/ha,12767.0,57.03,535.17,21.47
1983,Zimbabwe,Maize (corn),100 g/ha,6821.0,54.3,564.42,22.29
1984,Zimbabwe,Maize (corn),100 g/ha,8326.0,58.56,685.48,21.62
1985,Zimbabwe,Maize (corn),100 g/ha,21637.0,60.48,832.39,21.22
1986,Zimbabwe,Maize (corn),100 g/ha,19373.0,60.41,775.24,21.08
1987,Zimbabwe,Maize (corn),100 g/ha,9173.0,53.43,518.39,22.35
1988,Zimbabwe,Maize (corn),100 g/ha,18066.0,60.23,748.78,21.82
1989,Zimbabwe,Maize (corn),100 g/ha,17079.0,59.13,752.88,21.46
1990,Zimbabwe,Maize (corn),100 g/ha,17206.0,57.45,646.07,21.93
1991,Zimbabwe,Maize (corn),100 g/ha,14400.0,55.81,600.17,21.64
1992,Zimbabwe,Maize (corn),100 g/ha,4108.0,50.08,531.42,22.23
1993,Zimbabwe,Maize (corn),100 g/ha,16526.0,58.42,744.69,21.7
1994,Zimbabwe,Maize (corn),100 g/ha,12133.0,52.41,515.78,21.86
1995,Zimbabwe,Maize (corn),100 g/ha,5949.0,54.26,549.69,22.47
1996,Zimbabwe,Maize (corn),100 g/ha,14150.0,59.93,884.12,22.11
1997,Zimbabwe,Maize (corn),100 g/ha,11043.0,62.11,881.45,21.94
1998,Zimbabwe,Maize (corn),100 g/ha,10125.0,58.27,784.41,22.43
1999,Zimbabwe,Maize (corn),100 g/ha,10870.0,60.67,770.03,21.69
2000,Zimbabwe,Maize (corn),100 g/ha,11795.0,65.45,1072.83,21.68
2001,Zimbabwe,Maize (corn),100 g/ha,12309.0,62.94,920.31,21.72
2002,Zimbabwe,Maize (corn),100 g/ha,4554.0,56.06,427.37,22.06
2003,Zimbabwe,Maize (corn),100 g/ha,7829.0,57.98,740.57,21.96
2004,Zimbabwe,Maize (corn),100 g/ha,12965.0,60.33,800.96,21.63
2005,Zimbabwe,Maize (corn),100 g/ha,6195.0,54.46,595.2,22.57
2006,Zimbabwe,Maize (corn),100 g/ha,9772.0,59.64,770.84,21.71
2007,Zimbabwe,Maize (corn),100 g/ha,8651.0,57.82,868.44,21.85
2008,Zimbabwe,Maize (corn),100 g/ha,2867.0,57.61,738.15,21.59
2009,Zimbabwe,Maize (corn),100 g/ha,4642.0,61.29,721.64,21.61
2010,Zimbabwe,Maize (corn),100 g/ha,8751.0,61.19,804.21,22.08
2011,Zimbabwe,Maize (corn),100 g/ha,6568.0,57.75,712.32,21.73
2012,Zimbabwe,Maize (corn),100 g/ha,7912.0,54.89,604.57,21.91
2013,Zimbabwe,Maize (corn),100 g/ha,7449.0,57.38,803.21,22.21
2014,Zimbabwe,Maize (corn),100 g/ha,9301.0,59.18,882.77,22.27
2015,Zimbabwe,Maize (corn),100 g/ha,5803.0,54.97,537.18,22.35
2016,Zimbabwe,Maize (corn),100 g/ha,4405.0,56.4,714.79,22.49
2017,Zimbabwe,Maize (corn),100 g/ha,13933.0,63.04,977.44,21.98
2018,Zimbabwe,Maize (corn),100 g/ha,13506.0,57.16,695.35,22.29
2019,Zimbabwe,Maize (corn),100 g/ha,7807.0,53.95,613.92,22.6
2020,Zimbabwe,Maize (corn),100 g/ha,11801.0,58.4,817.86,22.15
2021,Zimbabwe,Maize (corn),100 g/ha,15344.0,59.5,790.24,22.11
2022,Zimbabwe,Maize (corn),100 g/ha,15000.0,60.44,776.28,21.91
1961,Zimbabwe,Rice,100 g/ha,10000.0,58.61,660.75,20.99
1962,Zimbabwe,Rice,100 g/ha,10000.0,59.37,936.52,21.3
1963,Zimbabwe,Rice,100 g/ha,12700.0,60.27,704.39,21.18
1964,Zimbabwe,Rice,100 g/ha,13000.0,55.62,586.78,21.29
1965,Zimbabwe,Rice,100 g/ha,13000.0,53.74,297.69,21.16
1966,Zimbabwe,Rice,100 g/ha,13000.0,58.15,689.29,21.73
1967,Zimbabwe,Rice,100 g/ha,13953.0,60.47,580.63,21.31
1968,Zimbabwe,Rice,100 g/ha,15217.0,55.12,621.01,21.38
1969,Zimbabwe,Rice,100 g/ha,16000.0,62.5,916.68,21.28
1970,Zimbabwe,Rice,100 g/ha,17834.0,54.26,504.13,21.52
1971,Zimbabwe,Rice,100 g/ha,11538.0,56.07,607.19,21.13
1972,Zimbabwe,Rice,100 g/ha,9500.0,58.95,706.48,21.21
1973,Zimbabwe,Rice,100 g/ha,6667.0,58.46,711.88,21.55
1974,Zimbabwe,Rice,100 g/ha,6000.0,64.57,881.95,20.69
1975,Zimbabwe,Rice,100 g/ha,5012.0,60.97,729.69,21.07
1976,Zimbabwe,Rice,100 g/ha,4639.0,63.83,803.84,20.68
1977,Zimbabwe,Rice,100 g/ha,4716.0,61.87,961.9,21.63
1978,Zimbabwe,Rice,100 g/ha,5771.0,65.23,1013.26,21.12
1979,Zimbabwe,Rice,100 g/ha,5833.0,60.32,603.47,21.04
1980,Zimbabwe,Rice,100 g/ha,5833.0,58.87,693.69,21.4
1981,Zimbabwe,Rice,100 g/ha,5974.0,62.82,864.52,21.34
1982,Zimbabwe,Rice,100 g/ha,2608.0,57.03,535.17,21.47
1983,Zimbabwe,Rice,100 g/ha,3280.0,54.3,564.42,22.29
1984,Zimbabwe,Rice,100 g/ha,14380.0,58.56,685.48,21.62
1985,Zimbabwe,Rice,100 g/ha,14300.0,60.48,832.39,21.22
1986,Zimbabwe,Rice,100 g/ha,29100.0,60.41,775.24,21.08
1987,Zimbabwe,Rice,100 g/ha,28744.0,53.43,518.39,22.35
1988,Zimbabwe,Rice,100 g/ha,26000.0,60.23,748.78,21.82
1989,Zimbabwe,Rice,100 g/ha,26847.0,59.13,752.88,21.46
1990,Zimbabwe,Rice,100 g/ha,23400.0,57.45,646.07,21.93
1991,Zimbabwe,Rice,100 g/ha,22500.0,55.81,600.17,21.64
1992,Zimbabwe,Rice,100 g/ha,22222.0,50.08,531.42,22.23
1993,Zimbabwe,Rice,100 g/ha,25000.0,58.42,744.69,21.7
1994,Zimbabwe,Rice,100 g/ha,22549.0,52.41,515.78,21.86
1995,Zimbabwe,Rice,100 g/ha,21768.0,54.26,549.69,22.47
1996,Zimbabwe,Rice,100 g/ha,20946.0,59.93,884.12,22.11
1997,Zimbabwe,Rice,100 g/ha,20076.0,62.11,881.45,21.94
1998,Zimbabwe,Rice,100 g/ha,20000.0,58.27,784.41,22.43
1999,Zimbabwe,Rice,100 g/ha,18173.0,60.67,770.03,21.69
2000,Zimbabwe,Rice,100 g/ha,17151.0,65.45,1072.83,21.68
2001,Zimbabwe,Rice,100 g/ha,16099.0,62.94,920.31,21.72
2002,Zimbabwe,Rice,100 g/ha,15019.0,56.06,427.37,22.06
2003,Zimbabwe,Rice,100 g/ha,13920.0,57.98,740.57,21.96
2004,Zimbabwe,Rice,100 g/ha,12815.0,60.33,800.96,21.63
2005,Zimbabwe,Rice,100 g/ha,11698.0,54.46,595.2,22.57
2006,Zimbabwe,Rice,100 g/ha,10591.0,59.64,770.84,21.71
2007,Zimbabwe,Rice,100 g/ha,9504.0,57.82,868.44,21.85
2008,Zimbabwe,Rice,100 g/ha,8446.0,57.61,738.15,21.59
2009,Zimbabwe,Rice,100 g/ha,7422.0,61.29,721.64,21.61
2010,Zimbabwe,Rice,100 g/ha,6438.0,61.19,804.21,22.08
2011,Zimbabwe,Rice,100 g/ha,5497.0,57.75,712.32,21.73
2012,Zimbabwe,Rice,100 g/ha,3791.0,54.89,604.57,21.91
2013,Zimbabwe,Rice,100 g/ha,3999.0,57.38,803.21,22.21
2014,Zimbabwe,Rice,100 g/ha,3426.0,59.18,882.77,22.27
2015,Zimbabwe,Rice,100 g/ha,3065.0,54.97,537.18,22.35
2016,Zimbabwe,Rice,100 g/ha,3428.0,56.4,714.79,22.49
2017,Zimbabwe,Rice,100 g/ha,3745.0,63.04,977.44,21.98
2018,Zimbabwe,Rice,100 g/ha,4025.0,57.16,695.35,22.29
2019,Zimbabwe,Rice,100 g/ha,4484.0,53.95,613.92,22.6
2020,Zimbabwe,Rice,100 g/ha,6114.0,58.4,817.86,22.15
2021,Zimbabwe,Rice,100 g/ha,8390.0,59.5,790.24,22.11
2022,Zimbabwe,Rice,100 g/ha,8973.0,60.44,776.28,21.91
1961,Zimbabwe,Wheat,100 g/ha,14673.0,58.61,660.75,20.99
1962,Zimbabwe,Wheat,100 g/ha,15895.0,59.37,936.52,21.3
1963,Zimbabwe,Wheat,100 g/ha,19530.0,60.27,704.39,21.18
1964,Zimbabwe,Wheat,100 g/ha,26896.0,55.62,586.78,21.29
1965,Zimbabwe,Wheat,100 g/ha,23533.0,53.74,297.69,21.16
1966,Zimbabwe,Wheat,100 g/ha,20091.0,58.15,689.29,21.73
1967,Zimbabwe,Wheat,100 g/ha,26907.0,60.47,580.63,21.31
1968,Zimbabwe,Wheat,100 g/ha,35798.0,55.12,621.01,21.38
1969,Zimbabwe,Wheat,100 g/ha,32343.0,62.5,916.68,21.28
1970,Zimbabwe,Wheat,100 g/ha,35326.0,54.26,504.13,21.52
1971,Zimbabwe,Wheat,100 g/ha,39620.0,56.07,607.19,21.13
1972,Zimbabwe,Wheat,100 g/ha,36783.0,58.95,706.48,21.21
1973,Zimbabwe,Wheat,100 g/ha,38874.0,58.46,711.88,21.55
1974,Zimbabwe,Wheat,100 g/ha,36311.0,64.57,881.95,20.69
1975,Zimbabwe,Wheat,100 g/ha,38541.0,60.97,729.69,21.07
1976,Zimbabwe,Wheat,100 g/ha,42441.0,63.83,803.84,20.68
1977,Zimbabwe,Wheat,100 g/ha,38975.0,61.87,961.9,21.63
1978,Zimbabwe,Wheat,100 g/ha,44988.0,65.23,1013.26,21.12
1979,Zimbabwe,Wheat,100 g/ha,43931.0,60.32,603.47,21.04
1980,Zimbabwe,Wheat,100 g/ha,49722.0,58.87,693.69,21.4
1981,Zimbabwe,Wheat,100 g/ha,49808.0,62.82,864.52,21.34
1982,Zimbabwe,Wheat,100 g/ha,51335.0,57.03,535.17,21.47
1983,Zimbabwe,Wheat,100 g/ha,57665.0,54.3,564.42,22.29
1984,Zimbabwe,Wheat,100 g/ha,58611.0,58.56,685.48,21.62
1985,Zimbabwe,Wheat,100 g/ha,54544.0,60.48,832.39,21.22
1986,Zimbabwe,Wheat,100 g/ha,59130.0,60.41,775.24,21.08
1987,Zimbabwe,Wheat,100 g/ha,57986.0,53.43,518.39,22.35
1988,Zimbabwe,Wheat,100 g/ha,57091.0,60.23,748.78,21.82
1989,Zimbabwe,Wheat,100 g/ha,56767.0,59.13,752.88,21.46
1990,Zimbabwe,Wheat,100 g/ha,58211.0,57.45,646.07,21.93
1991,Zimbabwe,Wheat,100 g/ha,58912.0,55.81,600.17,21.64
1992,Zimbabwe,Wheat,100 g/ha,50893.0,50.08,531.42,22.23
1993,Zimbabwe,Wheat,100 g/ha,57708.0,58.42,744.69,21.7
1994,Zimbabwe,Wheat,100 g/ha,54649.0,52.41,515.78,21.86
1995,Zimbabwe,Wheat,100 g/ha,50360.0,54.26,549.69,22.47
1996,Zimbabwe,Wheat,100 g/ha,54999.0,59.93,884.12,22.11
1997,Zimbabwe,Wheat,100 g/ha,56000.0,62.11,881.45,21.94
1998,Zimbabwe,Wheat,100 g/ha,55000.0,58.27,784.41,22.43
1999,Zimbabwe,Wheat,100 g/ha,55000.0,60.67,770.03,21.69
2000,Zimbabwe,Wheat,100 g/ha,54000.0,65.45,1072.83,21.68
2001,Zimbabwe,Wheat,100 g/ha,53000.0,62.94,920.31,21.72
2002,Zimbabwe,Wheat,100 g/ha,50000.0,56.06,427.37,22.06
2003,Zimbabwe,Wheat,100 g/ha,30000.0,57.98,740.57,21.96
2004,Zimbabwe,Wheat,100 g/ha,35000.0,60.33,800.96,21.63
2005,Zimbabwe,Wheat,100 g/ha,35000.0,54.46,595.2,22.57
2006,Zimbabwe,Wheat,100 g/ha,36000.0,59.64,770.84,21.71
2007,Zimbabwe,Wheat,100 g/ha,29998.0,57.82,868.44,21.85
2008,Zimbabwe,Wheat,100 g/ha,30097.0,57.61,738.15,21.59
2009,Zimbabwe,Wheat,100 g/ha,30000.0,61.29,721.64,21.61
2010,Zimbabwe,Wheat,100 g/ha,27788.0,61.19,804.21,22.08
2011,Zimbabwe,Wheat,100 g/ha,26604.0,57.75,712.32,21.73
2012,Zimbabwe,Wheat,100 g/ha,24902.0,54.89,604.57,21.91
2013,Zimbabwe,Wheat,100 g/ha,23430.0,57.38,803.21,22.21
2014,Zimbabwe,Wheat,100 g/ha,22150.0,59.18,882.77,22.27
2015,Zimbabwe,Wheat,100 g/ha,20486.0,54.97,537.18,22.35
2016,Zimbabwe,Wheat,100 g/ha,19013.0,56.4,714.79,22.49
2017,Zimbabwe,Wheat,100 g/ha,17542.0,63.04,977.44,21.98
2018,Zimbabwe,Wheat,100 g/ha,27178.0,57.16,695.35,22.29
2019,Zimbabwe,Wheat,100 g/ha,39149.0,53.95,613.92,22.6
2020,Zimbabwe,Wheat,100 g/ha,47796.0,58.4,817.86,22.15
2021,Zimbabwe,Wheat,100 g/ha,50759.0,59.5,790.24,22.11
2022,Zimbabwe,Wheat,100 g/ha,51680.0,60.44,776.28,21.91
